OpenTime,CloseTime,OpenPrice,ClosePrice,HighPrice,LowPrice,Volume,QuoteAssetVolume,TradeNum
1686787200000,1686830399999,6.401000e-01,6.405000e-01,6.520000e-01,6.180000e-01,8.575023e+05,5.449352e+05,1.892000e+03
1686830400000,1686873599999,6.479000e-01,6.517000e-01,6.635000e-01,6.270000e-01,1.100660e+06,7.144209e+05,2.533000e+03
1686873600000,1686916799999,6.517000e-01,6.530000e-01,6.743000e-01,6.400000e-01,1.085804e+06,7.112436e+05,2.424000e+03
1686916800000,1686959999999,6.270000e-01,7.115000e-01,7.244000e-01,6.000000e-01,1.075160e+06,7.184538e+05,2.504000e+03
1686960000000,1687003199999,7.097000e-01,7.579000e-01,7.718000e-01,6.503000e-01,1.044165e+06,7.768136e+05,2.493000e+03
1687003200000,1687046399999,7.579000e-01,7.584000e-01,7.862000e-01,6.502000e-01,1.004135e+06,7.605554e+05,2.558000e+03
1687046400000,1687089599999,7.572000e-01,7.512000e-01,8.006000e-01,7.367000e-01,1.005131e+06,7.695902e+05,2.588000e+03
1687089600000,1687132799999,7.600000e-01,7.230000e-01,8.006000e-01,7.183000e-01,1.021422e+06,7.612285e+05,2.580000e+03
1687132800000,1687175999999,7.230000e-01,7.692000e-01,8.012000e-01,7.071000e-01,1.010592e+06,7.527001e+05,2.615000e+03
1687176000000,1687219199999,7.666000e-01,7.890000e-01,8.238000e-01,7.056000e-01,1.135402e+06,8.735964e+05,2.815000e+03
1687219200000,1687262399999,7.881000e-01,7.828000e-01,8.238000e-01,7.646000e-01,9.273387e+05,7.324108e+05,2.552000e+03
1687262400000,1687305599999,7.828000e-01,8.140000e-01,8.250000e-01,7.455000e-01,1.026622e+06,8.069835e+05,2.675000e+03
1687305600000,1687348799999,8.140000e-01,7.898000e-01,8.333000e-01,7.752000e-01,9.440440e+05,7.545963e+05,2.587000e+03
1687348800000,1687391999999,7.898000e-01,8.250000e-01,8.573000e-01,7.617000e-01,1.018679e+06,8.220747e+05,2.560000e+03
1687392000000,1687435199999,8.272000e-01,8.165000e-01,8.934000e-01,8.024000e-01,9.609215e+05,8.071228e+05,2.653000e+03
1687435200000,1687478399999,8.152000e-01,8.104000e-01,8.934000e-01,7.999000e-01,7.388310e+05,6.083294e+05,1.710000e+03
1687478400000,1687521599999,8.104000e-01,7.964000e-01,8.934000e-01,7.964000e-01,1.642329e+05,1.365911e+05,3.270000e+02
1687521600000,1687564799999,7.964000e-01,8.125000e-01,9.100000e-01,7.800000e-01,4.386739e+05,3.589700e+05,8.970000e+02
1687564800000,1687607999999,8.003000e-01,7.800000e-01,8.025000e-01,7.800000e-01,1.379018e+05,1.092958e+05,3.210000e+02
1687608000000,1687651199999,7.800000e-01,7.800000e-01,7.800000e-01,7.800000e-01,3.792150e+04,2.957877e+04,1.500000e+01
1687651200000,1687694399999,7.800000e-01,7.800000e-01,7.800000e-01,7.800000e-01,2.500070e+04,1.950055e+04,4.000000e+00
1687694400000,1687737599999,7.800000e-01,7.800000e-01,7.800000e-01,7.800000e-01,1.500000e+01,1.170000e+01,1.000000e+00
1687737600000,1687780799999,7.800000e-01,7.800000e-01,7.800000e-01,7.800000e-01,1.446500e+03,1.128270e+03,3.000000e+00
1687780800000,1687823999999,7.800000e-01,7.800000e-01,7.800000e-01,7.800000e-01,8.936100e+03,6.970158e+03,1.800000e+01
1687824000000,1687867199999,7.985000e-01,7.901000e-01,8.533000e-01,7.900000e-01,1.260000e+03,1.001204e+03,9.000000e+00
1687867200000,1687910399999,7.901000e-01,7.098000e-01,8.300000e-01,7.098000e-01,1.740913e+05,1.271628e+05,9.700000e+01
1687910400000,1687953599999,7.098000e-01,7.022000e-01,8.000000e-01,7.022000e-01,3.764820e+04,2.677984e+04,4.800000e+01
